worker_id;question_id;question;prediction;answer_key;correct;latency_s;model;timestamp;raw_output;prompt_tokens;gen_tokens;gen_eval_ns;total_ns
9;1;A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?;A;A;1;3.093;llama3.1:8b;2025-12-26 04:44:11;A;81;2;20367610;3088884391
6;2;What do people aim to do at work?;B;A;0;0.446;llama3.1:8b;2025-12-26 04:44:11;B;75;2;23234212;445078331
0;2;What do people aim to do at work?;B;A;0;0.446;llama3.1:8b;2025-12-26 04:44:11;B;75;2;20348850;445574077
18;2;What do people aim to do at work?;B;A;0;0.447;llama3.1:8b;2025-12-26 04:44:11;B;75;2;20110879;446157426
15;2;What do people aim to do at work?;B;A;0;0.446;llama3.1:8b;2025-12-26 04:44:11;B;75;2;20050411;445135038
4;2;What do people aim to do at work?;B;A;0;0.446;llama3.1:8b;2025-12-26 04:44:11;B;75;2;20074121;444786120
1;2;What do people aim to do at work?;B;A;0;0.446;llama3.1:8b;2025-12-26 04:44:12;B;75;2;20252823;444896715
16;2;What do people aim to do at work?;B;A;0;0.446;llama3.1:8b;2025-12-26 04:44:12;B;75;2;20131769;444731239
12;2;What do people aim to do at work?;B;A;0;0.445;llama3.1:8b;2025-12-26 04:44:12;B;75;2;20057718;444655813
8;2;What do people aim to do at work?;B;A;0;0.445;llama3.1:8b;2025-12-26 04:44:12;B;75;2;20482586;443637957
19;2;What do people aim to do at work?;B;A;0;0.444;llama3.1:8b;2025-12-26 04:44:12;B;75;2;20064704;443294148
5;2;What do people aim to do at work?;B;A;0;0.445;llama3.1:8b;2025-12-26 04:44:12;B;75;2;20814953;444443418
17;2;What do people aim to do at work?;B;A;0;0.445;llama3.1:8b;2025-12-26 04:44:12;B;75;2;20122159;444619854
3;2;What do people aim to do at work?;B;A;0;0.446;llama3.1:8b;2025-12-26 04:44:12;B;75;2;20741560;444832247
7;2;What do people aim to do at work?;B;A;0;0.446;llama3.1:8b;2025-12-26 04:44:12;B;75;2;20737104;445250309
14;2;What do people aim to do at work?;B;A;0;0.446;llama3.1:8b;2025-12-26 04:44:12;B;75;2;20130037;445452275
2;2;What do people aim to do at work?;B;A;0;0.446;llama3.1:8b;2025-12-26 04:44:12;B;75;2;20133838;445612987
13;2;What do people aim to do at work?;B;A;0;0.446;llama3.1:8b;2025-12-26 04:44:12;B;75;2;20173893;445599323
11;2;What do people aim to do at work?;B;A;0;0.446;llama3.1:8b;2025-12-26 04:44:12;B;75;2;20134759;445702299
10;2;What do people aim to do at work?;B;A;0;0.446;llama3.1:8b;2025-12-26 04:44:12;B;75;2;20183981;445701048
9;2;What do people aim to do at work?;B;A;0;0.446;llama3.1:8b;2025-12-26 04:44:12;B;75;2;20251161;445442617
6;3;Where would you find magazines along side many other printed works?;B;B;1;0.446;llama3.1:8b;2025-12-26 04:44:12;B;71;2;33397710;445102290
0;3;Where would you find magazines along side many other printed works?;B;B;1;0.447;llama3.1:8b;2025-12-26 04:44:12;B;71;2;20780026;445748755
18;3;Where would you find magazines along side many other printed works?;B;B;1;0.447;llama3.1:8b;2025-12-26 04:44:12;B;71;2;20250956;445759872
4;3;Where would you find magazines along side many other printed works?;B;B;1;0.426;llama3.1:8b;2025-12-26 04:44:12;B;71;2;20324222;425320535
15;3;Where would you find magazines along side many other printed works?;B;B;1;0.469;llama3.1:8b;2025-12-26 04:44:12;B;71;2;20295597;467999136
1;3;Where would you find magazines along side many other printed works?;B;B;1;0.447;llama3.1:8b;2025-12-26 04:44:12;B;71;2;20249612;446671041
16;3;Where would you find magazines along side many other printed works?;B;B;1;0.448;llama3.1:8b;2025-12-26 04:44:12;B;71;2;20319026;446751023
12;3;Where would you find magazines along side many other printed works?;B;B;1;0.448;llama3.1:8b;2025-12-26 04:44:12;B;71;2;20226626;447361600
8;3;Where would you find magazines along side many other printed works?;B;B;1;0.448;llama3.1:8b;2025-12-26 04:44:12;B;71;2;20181418;447453629
19;3;Where would you find magazines along side many other printed works?;B;B;1;0.448;llama3.1:8b;2025-12-26 04:44:12;B;71;2;20246282;447388567
5;3;Where would you find magazines along side many other printed works?;B;B;1;0.448;llama3.1:8b;2025-12-26 04:44:12;B;71;2;20040302;447441672
17;3;Where would you find magazines along side many other printed works?;B;B;1;0.448;llama3.1:8b;2025-12-26 04:44:12;B;71;2;20226134;447553679
3;3;Where would you find magazines along side many other printed works?;B;B;1;0.448;llama3.1:8b;2025-12-26 04:44:12;B;71;2;20695077;447603638
7;3;Where would you find magazines along side many other printed works?;B;B;1;0.448;llama3.1:8b;2025-12-26 04:44:12;B;71;2;20266888;447022488
14;3;Where would you find magazines along side many other printed works?;B;B;1;0.448;llama3.1:8b;2025-12-26 04:44:12;B;71;2;20375647;447008512
2;3;Where would you find magazines along side many other printed works?;B;B;1;0.448;llama3.1:8b;2025-12-26 04:44:12;B;71;2;20530451;447464868
13;3;Where would you find magazines along side many other printed works?;B;B;1;0.448;llama3.1:8b;2025-12-26 04:44:12;B;71;2;20231640;447547214
11;3;Where would you find magazines along side many other printed works?;B;B;1;0.448;llama3.1:8b;2025-12-26 04:44:12;B;71;2;20212059;447380063
10;3;Where would you find magazines along side many other printed works?;B;B;1;0.448;llama3.1:8b;2025-12-26 04:44:12;B;71;2;20286011;447701665
9;3;Where would you find magazines along side many other printed works?;B;B;1;0.449;llama3.1:8b;2025-12-26 04:44:12;B;71;2;20249451;448093346
6;4;Where are  you likely to find a hamburger?;A;A;1;0.45;llama3.1:8b;2025-12-26 04:44:12;A;74;2;34207849;448987564
0;4;Where are  you likely to find a hamburger?;A;A;1;0.448;llama3.1:8b;2025-12-26 04:44:12;A;74;2;20250248;447796643
18;4;Where are  you likely to find a hamburger?;A;A;1;0.448;llama3.1:8b;2025-12-26 04:44:12;A;74;2;20156581;447525187
4;4;Where are  you likely to find a hamburger?;A;A;1;0.448;llama3.1:8b;2025-12-26 04:44:12;A;74;2;20192976;447020041
15;4;Where are  you likely to find a hamburger?;A;A;1;0.448;llama3.1:8b;2025-12-26 04:44:12;A;74;2;20155590;447089711
1;4;Where are  you likely to find a hamburger?;A;A;1;0.448;llama3.1:8b;2025-12-26 04:44:12;A;74;2;20287546;447256901
16;4;Where are  you likely to find a hamburger?;A;A;1;0.448;llama3.1:8b;2025-12-26 04:44:12;A;74;2;20161844;446901825
12;4;Where are  you likely to find a hamburger?;A;A;1;0.448;llama3.1:8b;2025-12-26 04:44:12;A;74;2;20218687;447338468
8;4;Where are  you likely to find a hamburger?;A;A;1;0.448;llama3.1:8b;2025-12-26 04:44:12;A;74;2;20216438;446873099
19;4;Where are  you likely to find a hamburger?;A;A;1;0.447;llama3.1:8b;2025-12-26 04:44:12;A;74;2;20210413;446649605
5;4;Where are  you likely to find a hamburger?;A;A;1;0.447;llama3.1:8b;2025-12-26 04:44:13;A;74;2;20237149;446206091
17;4;Where are  you likely to find a hamburger?;A;A;1;0.447;llama3.1:8b;2025-12-26 04:44:13;A;74;2;20216206;446139042
3;4;Where are  you likely to find a hamburger?;A;A;1;0.446;llama3.1:8b;2025-12-26 04:44:13;A;74;2;20336746;445452320
7;4;Where are  you likely to find a hamburger?;A;A;1;0.446;llama3.1:8b;2025-12-26 04:44:13;A;74;2;20175450;445832696
14;4;Where are  you likely to find a hamburger?;A;A;1;0.446;llama3.1:8b;2025-12-26 04:44:13;A;74;2;20253512;445756871
2;4;Where are  you likely to find a hamburger?;A;A;1;0.446;llama3.1:8b;2025-12-26 04:44:13;A;74;2;20517532;445665200
13;4;Where are  you likely to find a hamburger?;A;A;1;0.446;llama3.1:8b;2025-12-26 04:44:13;A;74;2;20295516;445588169
11;4;Where are  you likely to find a hamburger?;A;A;1;0.446;llama3.1:8b;2025-12-26 04:44:13;A;74;2;20181901;445435089
10;4;Where are  you likely to find a hamburger?;A;A;1;0.446;llama3.1:8b;2025-12-26 04:44:13;A;74;2;20301193;445113288
9;4;Where are  you likely to find a hamburger?;A;A;1;0.446;llama3.1:8b;2025-12-26 04:44:13;A;74;2;20226985;444676581
6;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.444;llama3.1:8b;2025-12-26 04:44:13;A;78;2;32546436;443049255
0;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.444;llama3.1:8b;2025-12-26 04:44:13;A;78;2;20228679;443154060
18;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.444;llama3.1:8b;2025-12-26 04:44:13;A;78;2;20218602;443490957
4;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.444;llama3.1:8b;2025-12-26 04:44:13;A;78;2;20160069;443398423
15;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.444;llama3.1:8b;2025-12-26 04:44:13;A;78;2;20188469;443355652
1;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.444;llama3.1:8b;2025-12-26 04:44:13;A;78;2;20171462;443197112
16;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.444;llama3.1:8b;2025-12-26 04:44:13;A;78;2;20198128;442790300
12;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.444;llama3.1:8b;2025-12-26 04:44:13;A;78;2;20207701;442852411
8;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.444;llama3.1:8b;2025-12-26 04:44:13;A;78;2;20209316;443240424
19;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.444;llama3.1:8b;2025-12-26 04:44:13;A;78;2;20264432;443557952
5;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.444;llama3.1:8b;2025-12-26 04:44:13;A;78;2;20177412;443504649
17;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.444;llama3.1:8b;2025-12-26 04:44:13;A;78;2;20199632;443522321
3;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.444;llama3.1:8b;2025-12-26 04:44:13;A;78;2;20155623;443680060
14;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.423;llama3.1:8b;2025-12-26 04:44:13;A;78;2;20246169;421909731
7;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.466;llama3.1:8b;2025-12-26 04:44:13;A;78;2;20196422;464850145
2;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.444;llama3.1:8b;2025-12-26 04:44:13;A;78;2;20157581;443549588
13;5;James was looking for a good place to buy farmland.  Where might he look?;B;A;0;0.445;llama3.1:8b;2025-12-26 04:44:13;B;78;2;20682182;443949408
11;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.446;llama3.1:8b;2025-12-26 04:44:13;A;78;2;20185506;444356254
10;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.446;llama3.1:8b;2025-12-26 04:44:13;A;78;2;20176163;444976929
9;5;James was looking for a good place to buy farmland.  Where might he look?;A;A;1;0.446;llama3.1:8b;2025-12-26 04:44:13;A;78;2;20179984;444906793
6;6;What island country is ferret popular?;C;C;1;0.445;llama3.1:8b;2025-12-26 04:44:13;C;71;2;32191697;444500248
0;6;What island country is ferret popular?;C;C;1;0.446;llama3.1:8b;2025-12-26 04:44:13;C;71;2;20456434;444884855
18;6;What island country is ferret popular?;C;C;1;0.445;llama3.1:8b;2025-12-26 04:44:13;C;71;2;20195949;444658939
4;6;What island country is ferret popular?;C;C;1;0.445;llama3.1:8b;2025-12-26 04:44:13;C;71;2;20189863;444688734
15;6;What island country is ferret popular?;C;C;1;0.446;llama3.1:8b;2025-12-26 04:44:13;C;71;2;19793033;444969192
1;6;What island country is ferret popular?;C;C;1;0.446;llama3.1:8b;2025-12-26 04:44:13;C;71;2;19702694;444499277
16;6;What island country is ferret popular?;C;C;1;0.445;llama3.1:8b;2025-12-26 04:44:13;C;71;2;19704720;444600980
12;6;What island country is ferret popular?;C;C;1;0.445;llama3.1:8b;2025-12-26 04:44:13;C;71;2;20185504;444354722
8;6;What island country is ferret popular?;C;C;1;0.444;llama3.1:8b;2025-12-26 04:44:13;C;71;2;19702659;443475699
19;6;What island country is ferret popular?;C;C;1;0.444;llama3.1:8b;2025-12-26 04:44:13;C;71;2;19735378;443091185
5;6;What island country is ferret popular?;C;C;1;0.444;llama3.1:8b;2025-12-26 04:44:13;C;71;2;19700721;442936505
17;6;What island country is ferret popular?;C;C;1;0.443;llama3.1:8b;2025-12-26 04:44:13;C;71;2;19768764;442327084
3;6;What island country is ferret popular?;C;C;1;0.443;llama3.1:8b;2025-12-26 04:44:13;C;71;2;20029428;442146403
14;6;What island country is ferret popular?;C;C;1;0.443;llama3.1:8b;2025-12-26 04:44:13;C;71;2;20554879;442179206
7;6;What island country is ferret popular?;C;C;1;0.442;llama3.1:8b;2025-12-26 04:44:13;C;71;2;19727328;441350341
2;6;What island country is ferret popular?;C;C;1;0.442;llama3.1:8b;2025-12-26 04:44:13;C;71;2;19841464;440796918
13;6;What island country is ferret popular?;C;C;1;0.441;llama3.1:8b;2025-12-26 04:44:14;C;71;2;19866410;440105144
11;6;What island country is ferret popular?;C;C;1;0.441;llama3.1:8b;2025-12-26 04:44:14;C;71;2;20784784;439947438
10;6;What island country is ferret popular?;C;C;1;0.441;llama3.1:8b;2025-12-26 04:44:14;C;71;2;19709816;440237023
9;6;What island country is ferret popular?;C;C;1;0.441;llama3.1:8b;2025-12-26 04:44:14;C;71;2;19772890;439715122
6;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.441;llama3.1:8b;2025-12-26 04:44:14;B;79;2;32058229;440013941
0;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.44;llama3.1:8b;2025-12-26 04:44:14;B;79;2;20118394;439645880
18;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.44;llama3.1:8b;2025-12-26 04:44:14;B;79;2;19988387;439337444
4;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.44;llama3.1:8b;2025-12-26 04:44:14;B;79;2;19762123;439152022
15;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.44;llama3.1:8b;2025-12-26 04:44:14;B;79;2;19704912;438649946
16;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.418;llama3.1:8b;2025-12-26 04:44:14;B;79;2;19700167;417270112
1;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.46;llama3.1:8b;2025-12-26 04:44:14;B;79;2;20480707;458955921
12;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.439;llama3.1:8b;2025-12-26 04:44:14;B;79;2;19710717;438676731
8;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.44;llama3.1:8b;2025-12-26 04:44:14;B;79;2;20151194;439332332
19;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.44;llama3.1:8b;2025-12-26 04:44:14;B;79;2;19669854;438833254
5;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.44;llama3.1:8b;2025-12-26 04:44:14;B;79;2;20233643;439001685
17;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.441;llama3.1:8b;2025-12-26 04:44:14;B;79;2;20271634;439941170
3;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.441;llama3.1:8b;2025-12-26 04:44:14;B;79;2;19724085;439782721
14;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.44;llama3.1:8b;2025-12-26 04:44:14;B;79;2;20207457;439337396
7;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.44;llama3.1:8b;2025-12-26 04:44:14;B;79;2;19823824;439388586
2;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.441;llama3.1:8b;2025-12-26 04:44:14;B;79;2;20190251;439813958
13;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.44;llama3.1:8b;2025-12-26 04:44:14;B;79;2;19784433;439519659
11;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.439;llama3.1:8b;2025-12-26 04:44:14;B;79;2;20225566;438549471
10;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.439;llama3.1:8b;2025-12-26 04:44:14;B;79;2;19735966;438338427
9;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0.439;llama3.1:8b;2025-12-26 04:44:14;B;79;2;20171940;438276812
6;8;What do animals do when an enemy is approaching?;D;D;1;0.439;llama3.1:8b;2025-12-26 04:44:14;D;73;2;31949586;437876995
0;8;What do animals do when an enemy is approaching?;D;D;1;0.438;llama3.1:8b;2025-12-26 04:44:14;D;73;2;19837932;437826295
18;8;What do animals do when an enemy is approaching?;D;D;1;0.439;llama3.1:8b;2025-12-26 04:44:14;D;73;2;20285494;438176578
4;8;What do animals do when an enemy is approaching?;D;D;1;0.438;llama3.1:8b;2025-12-26 04:44:14;D;73;2;19691633;436779460
15;8;What do animals do when an enemy is approaching?;D;D;1;0.439;llama3.1:8b;2025-12-26 04:44:14;D;73;2;20221856;438105813
16;8;What do animals do when an enemy is approaching?;D;D;1;0.439;llama3.1:8b;2025-12-26 04:44:14;D;73;2;19962655;438601898
1;8;What do animals do when an enemy is approaching?;D;D;1;0.439;llama3.1:8b;2025-12-26 04:44:14;D;73;2;20196472;437974823
12;8;What do animals do when an enemy is approaching?;D;D;1;0.44;llama3.1:8b;2025-12-26 04:44:14;D;73;2;20691665;439022393
8;8;What do animals do when an enemy is approaching?;D;D;1;0.44;llama3.1:8b;2025-12-26 04:44:14;D;73;2;20184070;438852185
19;8;What do animals do when an enemy is approaching?;D;D;1;0.44;llama3.1:8b;2025-12-26 04:44:14;D;73;2;20301744;439497733
5;8;What do animals do when an enemy is approaching?;D;D;1;0.441;llama3.1:8b;2025-12-26 04:44:14;D;73;2;20540543;439845252
17;8;What do animals do when an enemy is approaching?;D;D;1;0.44;llama3.1:8b;2025-12-26 04:44:14;D;73;2;19698906;438995198
3;8;What do animals do when an enemy is approaching?;D;D;1;0.441;llama3.1:8b;2025-12-26 04:44:14;D;73;2;20166871;439832231
14;8;What do animals do when an enemy is approaching?;D;D;1;0.44;llama3.1:8b;2025-12-26 04:44:14;D;73;2;19688239;439258713
7;8;What do animals do when an enemy is approaching?;D;D;1;0.441;llama3.1:8b;2025-12-26 04:44:14;D;73;2;20190278;439737452
2;8;What do animals do when an enemy is approaching?;D;D;1;0.44;llama3.1:8b;2025-12-26 04:44:14;D;73;2;20195950;439732878
13;8;What do animals do when an enemy is approaching?;D;D;1;0.441;llama3.1:8b;2025-12-26 04:44:14;D;73;2;20248496;440283048
11;8;What do animals do when an enemy is approaching?;D;D;1;0.441;llama3.1:8b;2025-12-26 04:44:14;D;73;2;19860808;439897173
10;8;What do animals do when an enemy is approaching?;D;D;1;0.442;llama3.1:8b;2025-12-26 04:44:14;D;73;2;20174823;440877440
9;8;What do animals do when an enemy is approaching?;D;D;1;0.441;llama3.1:8b;2025-12-26 04:44:14;D;73;2;19836474;440466959
6;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.442;llama3.1:8b;2025-12-26 04:44:14;A;72;2;32294376;440836878
0;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.442;llama3.1:8b;2025-12-26 04:44:15;A;72;2;19932366;441293725
18;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.442;llama3.1:8b;2025-12-26 04:44:15;A;72;2;19792177;440798269
4;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.442;llama3.1:8b;2025-12-26 04:44:15;A;72;2;19954248;440949084
15;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.441;llama3.1:8b;2025-12-26 04:44:15;A;72;2;19771529;440568959
16;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.441;llama3.1:8b;2025-12-26 04:44:15;A;72;2;20104882;440442085
1;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.451;llama3.1:8b;2025-12-26 04:44:15;A.;72;3;29964395;450274346
12;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.451;llama3.1:8b;2025-12-26 04:44:15;A;72;2;20696484;450215715
8;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.451;llama3.1:8b;2025-12-26 04:44:15;A;72;2;19665624;449589731
19;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.45;llama3.1:8b;2025-12-26 04:44:15;A;72;2;20104213;449591119
5;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.449;llama3.1:8b;2025-12-26 04:44:15;A;72;2;19647989;448722908
17;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.449;llama3.1:8b;2025-12-26 04:44:15;A;72;2;20112787;448583761
3;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.459;llama3.1:8b;2025-12-26 04:44:15;A.;72;3;29543528;458095350
14;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.469;llama3.1:8b;2025-12-26 04:44:15;A.;72;3;30084875;468185562
7;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.469;llama3.1:8b;2025-12-26 04:44:15;A;72;2;20223688;467986037
2;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.469;llama3.1:8b;2025-12-26 04:44:15;A;72;2;19764070;467718744
13;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.468;llama3.1:8b;2025-12-26 04:44:15;A;72;2;20152643;467728725
11;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.468;llama3.1:8b;2025-12-26 04:44:15;A;72;2;19964556;467807598
10;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.467;llama3.1:8b;2025-12-26 04:44:15;A;72;2;19732704;466836197
9;9;Reading newspaper one of many ways to practice your what?;A;A;1;0.467;llama3.1:8b;2025-12-26 04:44:15;A;72;2;19677128;466456034
6;10;What do people typically do while playing guitar?;E;C;0;0.466;llama3.1:8b;2025-12-26 04:44:15;E;68;2;31887800;465099380
0;10;What do people typically do while playing guitar?;E;C;0;0.466;llama3.1:8b;2025-12-26 04:44:15;E;68;2;20082637;464957963
18;10;What do people typically do while playing guitar?;E;C;0;0.467;llama3.1:8b;2025-12-26 04:44:15;E;68;2;20659195;465800907
4;10;What do people typically do while playing guitar?;E;C;0;0.466;llama3.1:8b;2025-12-26 04:44:15;E;68;2;19650815;465685786
15;10;What do people typically do while playing guitar?;E;C;0;0.467;llama3.1:8b;2025-12-26 04:44:15;E;68;2;20622269;466687476
16;10;What do people typically do while playing guitar?;E;C;0;0.468;llama3.1:8b;2025-12-26 04:44:15;E;68;2;20625245;467362041
1;10;What do people typically do while playing guitar?;E;C;0;0.458;llama3.1:8b;2025-12-26 04:44:15;E;68;2;20108257;457634107
12;10;What do people typically do while playing guitar?;E;C;0;0.458;llama3.1:8b;2025-12-26 04:44:15;E;68;2;20116022;456911483
8;10;What do people typically do while playing guitar?;E;C;0;0.458;llama3.1:8b;2025-12-26 04:44:15;E;68;2;20236517;457229773
19;10;What do people typically do while playing guitar?;E;C;0;0.458;llama3.1:8b;2025-12-26 04:44:15;E;68;2;20623227;457763748
5;10;What do people typically do while playing guitar?;E;C;0;0.458;llama3.1:8b;2025-12-26 04:44:15;E;68;2;19615357;456956966
17;10;What do people typically do while playing guitar?;E;C;0;0.458;llama3.1:8b;2025-12-26 04:44:15;E;68;2;20132619;457893847
3;10;What do people typically do while playing guitar?;E;C;0;0.449;llama3.1:8b;2025-12-26 04:44:15;E;68;2;20095676;448504226
14;10;What do people typically do while playing guitar?;E;C;0;0.438;llama3.1:8b;2025-12-26 04:44:15;E;68;2;19573919;437736702
7;10;What do people typically do while playing guitar?;E;C;0;0.439;llama3.1:8b;2025-12-26 04:44:15;E;68;2;20543992;437855031
2;10;What do people typically do while playing guitar?;E;C;0;0.439;llama3.1:8b;2025-12-26 04:44:15;E;68;2;20110492;437938793
13;10;What do people typically do while playing guitar?;E;C;0;0.439;llama3.1:8b;2025-12-26 04:44:15;E;68;2;20096969;438090825
11;10;What do people typically do while playing guitar?;E;C;0;0.438;llama3.1:8b;2025-12-26 04:44:15;E;68;2;19605260;437804388
9;10;What do people typically do while playing guitar?;E;C;0;0.418;llama3.1:8b;2025-12-26 04:44:15;E;68;2;20144714;417692403
10;10;What do people typically do while playing guitar?;E;C;0;0.46;llama3.1:8b;2025-12-26 04:44:15;E;68;2;20097388;459471541
6;11;What would vinyl be an odd thing to replace?;B;E;0;0.439;llama3.1:8b;2025-12-26 04:44:15;B;69;2;30582022;438598180
0;11;What would vinyl be an odd thing to replace?;B;E;0;0.439;llama3.1:8b;2025-12-26 04:44:15;B;69;2;20097632;438556572
